index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
271416,962,3,20/08/2014,946,1,1,0,0,8404.194830645898
685569,973,4,04/07/2013,824,1,1,0,0,7346.386071178023
511845,363,1,06/07/2015,1083,1,0,0,0,9158.679243212579
248165,985,2,23/09/2014,670,1,0,0,0,4935.951360192922
120890,544,4,28/03/2013,2783,1,1,0,0,20070.268218021138
641120,82,1,24/02/2014,808,1,0,0,0,8446.426612395931
417972,415,1,27/07/2015,632,1,1,0,1,7961.104311230761
708923,114,6,28/03/2015,610,1,0,0,0,5953.684299954263
343057,817,2,29/04/2014,3537,1,1,0,0,24131.42527915999
232538,693,5,02/08/2013,578,1,1,0,1,6447.974004407136
706971,159,4,09/01/2014,793,1,1,0,0,8897.838100497685
497857,1088,3,14/05/2014,419,1,0,0,0,4218.537937113317
704864,482,6,10/05/2014,1134,1,0,0,0,8798.152080371246
56150,179,4,27/03/2014,695,1,0,0,0,6463.771143653713
584560,766,5,19/04/2013,487,1,0,0,0,4836.918083087545
184203,810,5,19/07/2013,574,1,1,0,1,6992.904684656537
11218,987,7,05/05/2013,0,0,0,0,0,0.0
146580,870,7,18/08/2013,0,0,0,0,0,0.0
7200,883,5,30/08/2013,528,1,1,0,1,5404.698438719605
703221,331,2,07/04/2015,876,1,0,0,1,6971.434458318727
389341,357,7,20/07/2014,0,0,0,0,0,160.19984456962007
126177,1036,6,03/08/2013,530,1,0,0,0,5101.56225368127
82377,12,2,11/03/2014,780,1,0,0,0,5725.851601533582
202240,631,1,23/12/2013,1147,1,0,0,1,10146.739872482776
87950,423,3,25/09/2013,1927,1,1,0,0,13061.258520079158
37517,448,2,02/04/2013,822,1,0,0,1,6332.303363510003
15950,888,2,12/02/2013,591,1,0,0,0,5257.961586390019
67961,958,1,05/05/2014,682,1,1,0,0,7506.786181720876
95815,349,4,24/01/2013,0,0,1,0,0,199.63532466913045
300392,970,2,14/07/2015,458,1,1,0,0,5196.13785021809
148357,122,1,03/03/2014,988,1,1,0,0,10263.541535062142
1141,572,1,23/02/2015,529,1,0,0,0,5328.842585672961
334615,698,4,16/01/2014,1646,1,0,0,0,12089.892878228487
670598,41,6,28/06/2014,418,1,0,0,0,3389.264079103124
115717,815,3,16/01/2013,698,1,0,0,0,6314.583494149063
188584,555,7,01/02/2015,0,0,0,0,0,0.0
545729,121,7,05/10/2014,0,0,0,0,0,0.0
231625,285,3,13/02/2013,367,1,0,0,0,3765.861635591547
644266,852,5,15/08/2014,459,1,0,0,1,4262.11009853092
379074,620,4,30/04/2015,946,1,1,0,0,8590.409256098721
669299,1021,1,23/09/2013,1172,1,1,0,0,11199.5184449726
182234,88,5,16/05/2014,603,1,0,0,0,4679.121540208385
71822,1086,6,09/05/2015,539,1,0,0,0,5764.166331924494
683251,705,5,20/09/2013,813,1,0,0,0,6945.971379027807
312168,1059,7,15/06/2014,0,0,0,0,0,250.2611142823124
588632,679,6,13/04/2013,812,1,0,0,0,7529.183322139705
13091,468,1,01/06/2015,590,1,1,0,0,7496.639339085362
40076,178,4,23/07/2015,864,1,0,0,1,7353.4870167150675
320246,75,2,20/01/2015,496,1,0,0,0,4311.668379577928
306986,185,2,30/07/2013,591,1,1,0,1,6737.048825447619
476414,403,4,25/07/2013,661,1,0,0,1,5588.827334817466
12892,652,7,12/07/2015,0,0,0,0,0,212.5935709747055
627723,774,7,18/05/2014,0,0,0,0,0,0.0
556095,737,7,07/07/2013,0,0,0,0,0,84.50879522763925
326231,562,3,11/12/2013,3241,1,0,0,0,20303.04327131171
331065,392,5,28/06/2013,625,1,0,0,0,5357.9038185495765
627164,375,3,30/07/2014,830,1,1,0,1,8805.110627604392
501125,726,7,29/06/2014,0,0,0,0,0,214.76560450251407
437243,827,3,07/01/2015,1241,1,1,0,0,11367.514846654161
638815,905,3,12/11/2014,1049,1,1,0,0,10729.666441391997
449262,681,2,05/02/2013,390,1,1,0,0,3307.5433012196636
80542,880,2,05/03/2013,857,1,1,0,0,8287.303557813666
371457,300,4,09/04/2015,861,1,0,0,1,7413.770973505762
291798,1003,7,01/03/2015,0,0,0,0,0,0.0
450428,24,1,12/08/2013,1110,1,1,0,1,11668.351932381
292952,776,4,20/02/2014,525,1,1,0,0,6289.528650804541
210495,836,5,14/02/2014,722,1,0,0,0,6047.003707173348
557129,837,1,03/11/2014,724,1,1,0,0,7498.6849674727955
215021,627,7,10/11/2013,0,0,0,0,0,101.15408399551438
395776,648,3,10/04/2013,676,1,1,0,0,6755.729997656269
669757,1113,1,23/03/2015,703,1,0,0,0,7426.984124552551
34204,792,4,08/01/2015,709,1,1,0,0,7317.775311344563
25283,816,7,05/10/2014,0,0,0,0,0,0.0
278861,681,7,24/11/2013,0,0,0,0,0,0.0
625705,585,6,03/01/2015,599,1,0,0,0,5612.753755661087
661646,836,5,18/04/2014,0,0,1,b,1,0.0
400529,1078,3,03/09/2014,606,1,1,0,1,5458.669262708157
29205,71,2,03/03/2015,801,1,1,0,0,8531.327882412123
195205,217,4,08/01/2015,582,1,1,0,0,5479.776791493204
116634,304,4,11/06/2015,1028,1,0,0,0,8053.374894961173
162856,247,6,21/09/2013,562,1,0,0,0,5131.349461670911
547620,679,1,13/07/2015,1319,1,1,0,0,13032.622924549418
489816,523,6,25/05/2013,2365,1,0,0,0,19166.079766217397
105087,725,2,09/07/2013,517,1,0,0,1,4688.917871724671
466939,239,5,13/03/2015,469,1,0,0,0,4247.106332223572
142261,727,4,20/03/2014,522,1,1,0,0,5797.617361314913
533132,706,3,04/12/2013,543,1,1,0,0,6315.205616529116
41518,9,1,08/07/2013,512,1,0,0,0,4028.5918181303678
72522,333,3,24/09/2014,1073,1,0,0,0,7314.56716541236
409833,1073,7,21/06/2015,0,0,0,0,0,117.22795743737737
295273,888,6,07/03/2015,829,1,0,0,0,7851.9066495754
576303,337,2,15/10/2013,264,1,0,0,1,2729.1139725030553
431165,952,1,06/07/2015,446,1,0,0,0,4684.383089671386
179199,772,7,27/04/2014,0,0,0,0,0,0.0
81511,613,3,08/07/2015,892,1,0,0,0,7843.158157975257
481229,997,6,16/03/2013,458,1,0,0,0,4408.014634238764
272637,22,5,08/02/2013,633,1,1,0,0,6514.976645360369
151450,939,5,01/11/2013,0,0,0,a,1,668.7315119611578
298783,237,4,12/03/2015,560,1,0,0,0,4575.170107699665
502325,975,2,30/09/2014,322,1,1,0,0,3711.618009778211
515635,989,6,28/09/2013,405,1,0,0,0,3662.6165466443554
680344,898,1,15/06/2015,1059,1,1,0,0,10836.126426215715
587023,937,2,10/02/2015,485,1,0,0,0,4520.926857464037
71415,1091,7,15/09/2013,0,0,0,0,0,0.0
363345,1031,2,27/05/2014,281,1,0,0,0,3263.3873353066047
277321,857,5,04/10/2013,981,1,0,0,0,7511.279215972147
207971,388,4,21/05/2015,1200,1,1,0,0,10845.827899907255
152327,881,5,16/08/2013,625,1,1,0,1,6613.250792853884
493136,856,2,16/12/2014,1150,1,1,0,0,11393.233665409092
569778,799,6,09/11/2013,914,1,0,0,0,7651.74777632116
698285,823,7,03/05/2015,0,0,0,0,0,447.28472923645813
270395,758,3,20/11/2013,727,1,1,0,0,8050.039111083288
628945,792,6,11/01/2014,503,1,0,0,0,4957.292644492623
679902,324,5,13/09/2013,792,1,1,0,0,7847.606922926659
678810,384,2,05/02/2013,1161,1,1,0,0,10926.85392160457
32219,571,2,06/05/2014,537,1,1,0,0,5243.950175860068
648277,1067,2,02/07/2013,461,1,1,0,0,5600.294887291176
170972,703,2,14/01/2014,335,1,0,0,0,3384.7010398576995
305735,1040,4,01/08/2013,978,1,1,0,1,8796.90586844352
123066,913,7,29/12/2013,0,0,0,0,0,331.54255259170696
586246,483,2,30/04/2013,1070,1,1,0,0,8991.52545772734
583855,350,7,22/03/2015,0,0,0,0,0,283.76283896604355
101230,874,3,22/10/2014,421,1,1,0,0,4419.744178737044
395501,132,5,08/11/2013,614,1,1,0,0,6261.792810034237
643261,1048,3,22/10/2014,516,1,1,0,1,5612.0459882689365
558941,499,3,05/11/2014,828,1,1,0,0,7905.064208573233
436577,124,1,27/04/2015,615,1,1,0,0,7248.13510172041
434107,611,6,30/03/2013,610,1,0,0,0,5713.865840773696
387058,843,1,29/09/2014,1087,1,1,0,0,17032.62513783265
503176,799,2,31/12/2013,656,1,0,0,1,6062.719408610763
444214,415,6,12/01/2013,491,1,0,0,0,4943.20436635643
117826,51,1,25/03/2013,557,1,1,0,1,7634.256625841434
32449,672,1,01/12/2014,2035,1,1,0,0,17406.164556523578
299013,57,6,11/04/2015,614,1,0,0,0,7308.546228322298
339214,144,1,05/08/2013,823,1,0,0,1,7160.418732963918
206959,627,7,15/06/2014,0,0,0,0,0,157.27795288663592
380274,76,5,20/03/2015,931,1,1,0,0,8644.28514207461
201630,961,3,03/12/2014,732,1,1,0,0,7614.882873337756
512982,653,4,20/03/2014,471,1,1,0,0,5237.478024180048
290762,54,3,11/12/2013,717,1,0,0,0,6973.055272833082
287295,302,6,27/04/2013,360,1,0,0,0,3339.7976519657336
237101,471,1,16/06/2014,648,1,1,0,1,7481.953984308019
356088,489,4,08/01/2015,813,1,1,0,0,8101.152302288887
485363,525,7,05/07/2015,0,0,0,0,0,551.913189785821
438919,55,6,26/01/2013,421,1,0,0,0,4175.041020668653
601916,959,6,21/09/2013,430,1,0,0,0,3976.3775457397205
524202,169,4,11/12/2014,522,1,0,0,0,5417.862098790518
367870,40,2,26/11/2013,805,1,0,0,0,6176.744737672519
100924,628,7,10/11/2013,0,0,0,0,0,101.15408399551438
528326,782,5,15/03/2013,476,1,0,0,0,4346.80749080071
239117,240,2,11/02/2014,422,1,0,0,0,3893.950640675399
376317,1034,5,05/09/2014,802,1,1,0,0,8745.411046155505
50895,1072,7,19/04/2015,0,0,0,0,0,138.99679086995553
283222,1042,5,29/05/2015,646,1,0,0,0,5922.654123512835
257906,872,2,07/05/2013,860,1,0,0,0,7243.110872183389
453619,2,3,20/11/2013,690,1,1,0,0,6304.2576660478235
547058,867,6,21/03/2015,438,1,0,0,0,4853.593551277466
545810,11,5,08/03/2013,1124,1,1,0,0,8777.955178839762
549026,672,4,26/03/2015,1048,1,0,0,0,7562.12606559585
709000,173,4,25/12/2014,0,0,0,c,1,224.07073197213955
503940,548,4,13/02/2014,293,1,0,0,0,3253.6589868734704
487344,843,6,20/12/2014,1499,1,0,0,0,18275.982760534465
289760,48,2,11/11/2014,446,1,1,0,0,4868.683823246571
234069,443,3,06/03/2013,515,1,1,0,0,5214.87979987527
642237,201,3,15/05/2013,357,1,1,0,0,4376.620307625761
584941,450,1,01/09/2014,1086,1,1,0,1,10958.684786050935
80978,699,6,01/02/2014,986,1,0,0,0,9212.966677566586
444990,315,1,30/12/2013,605,1,0,0,1,6084.821017299686
435140,1099,2,24/06/2014,948,1,0,0,0,6239.416653637173
397631,21,3,11/02/2015,371,1,0,0,0,3658.5653436017237
190363,824,2,06/08/2013,703,1,0,0,0,5989.350339308369
583295,488,7,18/08/2013,0,0,0,0,0,0.0
519496,688,2,29/04/2014,462,1,1,0,0,5814.83134489236
627292,615,6,25/05/2013,1198,1,0,0,0,8706.34923729457
607511,582,2,08/01/2013,1010,1,1,0,1,8696.099822487891
404491,904,1,04/02/2013,582,1,1,0,0,8385.087129492807
517820,844,2,19/03/2013,538,1,1,0,0,5821.117168687633
460279,863,4,02/01/2014,1010,1,0,0,1,7085.402507163063
281574,875,7,28/09/2014,0,0,0,0,0,0.0
334834,891,6,27/09/2014,1185,1,0,0,0,9011.683022269184
441722,440,6,06/12/2014,490,1,0,0,0,5199.971337902801
709122,222,7,26/10/2014,0,0,0,0,0,0.0
47522,119,6,07/09/2013,497,1,0,0,0,4787.383797839876
508920,1008,2,08/07/2014,554,1,0,0,0,4532.534785233058
209984,239,4,06/03/2014,602,1,1,0,0,5591.976847962109
493775,287,7,21/06/2015,0,0,0,0,0,239.0713400200164
2985,987,4,16/05/2013,930,1,1,0,0,7523.707825108247
160949,790,4,21/05/2015,695,1,1,0,0,7536.627643383256
133916,1055,2,08/10/2013,1066,1,1,0,1,9287.385030342015
310274,911,2,06/05/2014,942,1,1,0,0,9730.447751679669
150984,14,7,15/09/2013,0,0,0,0,0,0.0
153440,353,6,12/01/2013,755,1,0,0,0,7022.367482871368
430986,145,6,20/06/2015,940,1,0,0,0,8556.235212984706
181652,439,5,08/02/2013,934,1,1,0,1,8286.660034239927
50856,779,4,07/11/2013,828,1,1,0,0,7861.306961703797
577725,990,1,14/07/2014,678,1,1,0,0,6897.591805452913
411040,698,6,30/08/2014,1917,1,0,0,0,13376.439932459583
541146,466,4,19/09/2013,655,1,0,0,0,5643.19484571861
603311,188,3,09/07/2014,316,1,0,0,0,3320.905582276052
578068,341,5,15/08/2014,580,1,0,0,1,4861.971485931275
541534,197,6,16/02/2013,747,1,0,0,0,6243.471342219676
614818,123,6,10/01/2015,416,1,0,0,0,3747.974971405069
432023,921,4,27/06/2013,1064,1,0,0,0,7250.731950804521
569954,546,4,05/09/2013,1557,1,0,0,0,10883.92930289093
350612,848,7,29/03/2015,0,0,0,0,0,0.0
14555,839,4,17/07/2014,710,1,1,0,1,6765.98926322006
532045,484,5,25/10/2013,825,1,1,0,0,7787.09950737471
267682,72,3,15/05/2013,551,1,1,0,0,6240.69161984306
427152,718,1,15/06/2015,1068,1,1,0,0,11312.02474640835
277921,415,5,28/02/2014,571,1,0,0,0,5808.588644123962
156050,897,1,06/04/2015,0,0,0,b,1,0.0
685246,1010,1,25/05/2015,0,0,0,a,0,37.901700074099814
672171,308,2,04/02/2014,1114,1,1,0,0,9951.724799961243
2824,815,7,13/01/2013,0,0,0,0,0,450.2718422175032
20705,858,7,12/01/2014,0,0,0,0,0,0.0
258340,822,3,01/07/2015,639,1,1,0,0,6990.214862147015
272173,349,7,14/12/2014,0,0,0,0,0,605.9718219861946
364578,220,4,20/06/2013,611,1,1,0,0,5542.541481365961
423286,1050,4,07/03/2013,528,1,1,0,0,5519.212569572901
413241,1059,3,16/01/2013,930,1,0,0,0,7071.520727542117
273584,447,6,16/05/2015,546,1,0,0,0,5276.6655749591155
578236,376,3,25/02/2015,811,1,0,0,0,7442.795013523443
129485,610,3,17/06/2015,545,1,1,0,0,6189.373619949011
491416,263,7,26/01/2014,0,0,0,0,0,50.66002485919054
620550,941,7,16/06/2013,0,0,0,0,0,194.637700541046
575373,265,4,20/02/2014,546,1,1,0,0,5529.680104753121
171507,959,2,12/03/2013,650,1,0,0,0,5094.871889633883
163525,403,3,10/04/2013,756,1,1,0,0,7846.569830461967
112339,557,6,05/04/2014,700,1,0,0,0,6290.176158436897
275452,648,6,12/01/2013,558,1,0,0,0,5113.519984764486
5875,573,2,09/07/2013,281,1,0,0,0,3271.900848571564
295378,77,7,23/03/2014,0,0,0,0,0,26.806874884172846
64724,353,3,04/03/2015,1598,1,1,0,0,12262.819792847018
217678,529,3,26/06/2013,543,1,0,0,1,5525.591116764434
227695,920,6,24/05/2014,605,1,0,0,0,5770.216419410302
330357,176,7,31/03/2013,0,0,0,0,0,0.0
524475,863,4,24/07/2014,943,1,0,0,1,6739.619790910786
549216,1058,7,15/02/2015,0,0,0,0,0,0.0
457654,609,7,04/01/2015,0,0,0,0,0,0.0
527909,637,4,19/02/2015,646,1,1,0,1,6916.349826549818
154241,144,4,16/05/2013,875,1,1,0,0,8304.516443217484
259055,836,6,23/08/2014,273,1,0,0,0,2350.955692340448
564079,378,6,08/03/2014,1057,1,0,0,0,8286.46399397757
380044,803,3,06/03/2013,555,1,1,0,0,6420.337250074962
261572,88,6,03/01/2015,214,1,0,0,0,1137.4791934565828
671146,1106,4,11/06/2015,553,1,0,0,0,5113.09632009647
410967,766,6,23/02/2013,509,1,0,0,0,5160.8897857813745
307034,969,4,02/01/2014,471,1,0,0,1,3976.4608936337
277681,1024,1,21/07/2014,700,1,0,0,1,6079.570781140568
244415,169,4,09/04/2015,445,1,0,0,1,4645.274870228007
572670,764,2,28/07/2015,454,1,1,0,1,5406.709466670766
693999,226,7,16/06/2013,0,0,0,0,0,262.869607593971
475408,764,6,21/09/2013,131,1,0,0,0,960.942584219822
417610,336,5,02/01/2015,1820,1,0,0,1,11381.375569520047
415683,957,6,23/05/2015,550,1,0,0,0,5490.718810650516
471305,35,3,18/06/2014,931,1,1,0,0,8634.618070461695
58151,1032,5,13/12/2013,1155,1,0,0,0,9833.522891254679
131154,838,2,24/03/2015,769,1,0,0,0,6007.844071824113
157290,293,6,29/06/2013,673,1,0,0,0,5581.586518900734
430092,425,3,03/09/2014,442,1,1,0,0,4483.30264981932
228043,22,5,05/04/2013,527,1,0,0,1,5084.836987638867
108929,478,1,24/11/2014,801,1,1,0,0,8607.007020156665
66999,226,4,21/11/2013,684,1,1,0,0,7493.690319585495
668576,316,2,02/12/2014,1032,1,1,0,0,10477.550490443431
352574,869,6,10/01/2015,616,1,0,0,0,7624.685624216866
450058,774,5,12/12/2014,642,1,0,0,0,5591.1781387981855
514752,977,4,21/03/2013,603,1,1,0,0,5826.640046200596
466724,1107,6,15/06/2013,710,1,0,0,0,6150.466711227539
255760,91,3,07/08/2013,512,1,0,0,1,4272.653810218877
625882,9,7,14/09/2014,0,0,0,0,0,0.0
177297,754,4,04/12/2014,1253,1,1,0,0,11832.943212233415
322628,49,7,14/07/2013,0,0,0,0,0,0.0
698470,424,6,09/05/2015,866,1,0,0,0,7474.776579807945
82763,148,7,16/02/2014,0,0,0,0,0,206.0797583869018
708050,585,6,13/09/2014,609,1,0,0,0,5414.30636591047
284748,561,7,05/07/2015,0,0,0,0,0,6.995502978874405
193011,226,7,09/06/2013,0,0,0,0,0,262.869607593971
702687,787,5,26/12/2014,0,0,0,c,1,162.46225190894023
540963,448,4,30/05/2013,0,0,1,a,0,0.0
662182,177,1,10/06/2013,546,1,0,0,0,4771.061800097324
595603,650,3,17/04/2013,573,1,0,0,0,5098.731401016192
259067,82,6,06/09/2014,527,1,0,0,0,6120.686103320789
263105,955,2,30/07/2013,439,1,1,0,1,5047.066036861307
611050,1114,4,04/04/2013,3139,1,0,0,0,18731.329955276444
162197,313,7,08/06/2014,0,0,0,0,0,224.21261752739986
598419,752,6,02/08/2014,298,1,0,0,0,2985.494433848679
601087,1103,1,04/11/2013,442,1,1,0,0,6279.380104492706
228690,714,7,01/09/2013,0,0,0,0,0,35.68309846097929
488425,652,1,30/12/2013,883,1,0,0,1,8164.057134646351
483720,1005,6,21/06/2014,898,1,0,0,0,7637.762606431423
435509,85,3,08/01/2014,947,1,1,0,0,10053.518007632309
660304,624,1,18/02/2013,930,1,1,0,0,9672.512924412908
598099,422,3,27/05/2015,485,1,0,0,0,4702.974157052888
634596,1044,3,27/11/2013,877,1,0,0,0,6251.266484388337
285290,693,3,06/03/2013,543,1,1,0,0,5899.083953906734
665600,168,1,20/07/2015,811,1,0,0,0,7394.219106515772
598550,326,2,22/07/2014,351,1,0,0,0,3611.3868799095308
72592,684,5,10/01/2014,673,1,1,0,0,7698.147892153023
95224,801,1,07/10/2013,609,1,1,0,1,7403.583449220345
268783,251,3,30/10/2013,2356,1,0,0,1,16637.66121854216
52070,335,7,24/08/2014,1400,1,0,0,0,8975.543906814311
430980,832,2,07/10/2014,549,1,1,0,0,5821.724239210838
107583,1017,5,24/01/2014,1068,1,1,0,0,9316.479638825202
387177,228,7,01/06/2014,0,0,0,0,0,333.543455620505
569646,556,2,31/12/2013,588,1,0,0,1,5240.145281046584
627971,577,1,24/02/2014,643,1,0,0,0,5305.215571069649
260788,976,7,14/09/2014,0,0,0,0,0,0.0
296059,608,1,07/07/2014,968,1,0,0,0,7694.936142675537
519777,471,5,04/01/2013,566,1,0,0,1,5423.320216923372
32316,952,6,08/03/2014,529,1,0,0,0,5218.991530398299
498838,1031,1,28/07/2014,522,1,1,0,1,6376.563027577033
569933,213,7,16/06/2013,0,0,0,0,0,114.46691353879753
276985,304,7,29/03/2015,0,0,0,0,1,0.0
265624,830,1,07/10/2013,742,1,1,0,0,7581.9425666055095
68602,542,5,06/09/2013,439,1,0,0,1,4426.937023791626
291317,578,2,02/06/2015,882,1,1,0,0,8437.604905334112
487118,460,3,11/02/2015,224,1,0,0,1,2039.5763764369624
226871,684,1,14/04/2014,892,1,1,0,1,10799.191457113726
110453,737,7,14/06/2015,0,0,0,0,0,217.3533139414138
46500,489,7,17/08/2014,0,0,0,0,0,0.0
59317,645,3,15/10/2014,1034,1,0,0,0,7513.7458435769295
40967,832,4,22/08/2013,435,1,0,0,0,4111.631865715104
481915,423,2,13/05/2014,1731,1,0,0,0,10245.979050120617
395515,600,2,10/12/2013,567,1,0,0,0,5999.973397511949
581127,880,3,24/04/2013,765,1,1,0,0,7860.913379120924
496263,799,7,07/07/2013,0,0,0,0,0,0.0
424269,324,5,02/01/2015,610,1,0,0,1,5860.604261878755
705023,727,5,03/04/2015,0,0,1,b,1,643.0859288023347
341840,1096,5,12/09/2014,603,1,0,0,0,4035.699514545693
128170,442,3,08/10/2014,438,1,1,0,0,4869.9895542634895
117624,751,5,26/07/2013,461,1,0,0,1,4510.35729262535
278556,12,5,18/04/2014,0,0,1,b,1,0.0
209980,362,7,01/12/2013,0,0,0,0,0,475.9615014253882
704729,842,3,01/05/2013,0,0,1,a,0,0.0
249263,31,3,29/01/2014,474,1,0,0,0,3204.6544065707167
442642,748,3,14/05/2014,394,1,0,0,0,4257.999791779684
292605,266,1,04/11/2013,650,1,1,0,0,7005.2279193402865
678328,1050,2,23/09/2014,390,1,0,0,0,3745.6647365928757
665166,758,1,30/12/2013,769,1,0,0,1,7881.07437260863
242419,853,5,25/07/2014,960,1,0,0,0,7568.010461780189
270472,992,3,10/09/2014,647,1,0,0,0,5381.271730564344
30374,1107,3,31/07/2013,833,1,1,0,1,7768.331585487378
239038,184,6,18/01/2014,489,1,0,0,0,4683.698385423801
260552,582,7,01/03/2015,0,0,0,0,0,0.0
138008,443,2,09/07/2013,403,1,0,0,0,3674.820789422828
542282,854,4,30/05/2013,836,1,1,a,0,7495.727489313748
520241,75,4,14/02/2013,588,1,0,0,0,4972.471963695372
479892,755,4,24/04/2014,801,1,0,0,1,6892.824146336443
53799,1036,1,09/03/2015,389,1,0,0,0,3605.2262240573586
650043,1067,4,18/07/2013,567,1,1,0,0,6253.462156466857
19287,767,2,06/08/2013,959,1,0,0,0,8050.62308888376
215778,1043,7,02/06/2013,0,0,0,0,0,0.0
624307,506,5,04/04/2014,952,1,1,0,0,8500.402002741883
333562,564,6,08/02/2014,513,1,0,0,0,4785.837129757465
244796,722,1,11/08/2014,1593,1,0,0,1,12282.891053243817
496721,177,5,09/01/2015,497,1,1,0,0,5401.3577949401015
622986,955,2,26/02/2013,289,1,0,0,0,2794.071917977939
55795,668,4,14/11/2013,1018,1,0,0,0,7203.972578939495
645018,213,1,29/07/2013,823,1,1,0,1,9539.834092527519
431053,667,4,12/12/2013,775,1,0,0,0,6713.637402686888
471634,67,6,22/03/2014,555,1,0,0,0,5804.392715728475
166646,343,7,10/11/2013,0,0,0,0,0,183.27997488052802
567030,578,6,03/01/2015,742,1,0,0,0,6476.079528181645
228461,613,1,03/03/2014,1183,1,1,0,0,12079.905299042868
287387,3,7,22/06/2014,0,0,0,0,0,33.46613438154961
511319,823,4,26/03/2015,511,1,0,0,0,4947.471738498093
115173,71,4,15/05/2014,654,1,0,0,0,5865.953261264147
467295,243,4,23/04/2015,767,1,0,0,0,6697.272636684208
474026,445,5,16/05/2014,1316,1,0,0,0,10290.276833804446
285670,449,5,12/04/2013,1665,1,1,0,0,13056.127727576097
272530,456,2,13/01/2015,1050,1,1,0,0,9647.26251970021
49917,111,1,02/02/2015,662,1,1,0,0,7169.772062997018
13954,986,5,03/01/2014,789,1,0,0,1,6699.33589952763
61577,222,2,19/08/2014,594,1,1,0,1,6172.5821136555405
223360,1065,4,04/06/2015,0,0,1,a,1,0.0
711025,315,1,17/11/2014,491,1,0,0,0,4645.5862495689025
150719,616,1,21/01/2013,754,1,1,0,0,7814.896967643447
356593,149,7,11/05/2014,0,0,0,0,0,333.7099500399532
664195,711,5,29/11/2013,530,1,0,0,0,5254.349433595653
372132,164,4,20/03/2014,657,1,1,0,0,6560.116402145556
223908,394,2,01/01/2013,0,0,0,a,1,384.28005753201415
60968,31,3,20/11/2013,552,1,1,0,0,4534.083052581476
524403,565,2,07/01/2014,939,1,1,0,1,8577.392405315042
286580,610,4,14/11/2013,458,1,0,0,0,4304.858511347382
513202,581,1,08/04/2013,854,1,1,0,0,9151.316979151958
633904,777,6,01/03/2014,412,1,0,0,0,3795.2285387446136
345710,617,7,08/02/2015,0,0,0,0,0,0.0
283050,61,1,27/01/2014,520,1,0,0,0,5158.674548406229
112821,17,4,30/10/2014,912,1,0,0,0,6797.491886379178
505351,1026,3,15/10/2014,991,1,0,0,1,7516.9134611217505
209942,961,2,08/01/2013,696,1,1,0,0,6912.67739069747
229088,535,5,24/04/2015,883,1,0,0,0,8232.060807018801
650254,761,1,29/07/2013,1189,1,1,0,1,10442.883090093816
136446,611,4,14/03/2013,437,1,0,0,0,4192.928700388128
438422,51,1,15/07/2013,572,1,1,0,0,7996.929472810282
407785,797,3,03/04/2013,338,1,0,0,1,3379.990276296541
373818,897,4,04/06/2015,0,0,1,a,0,0.0
255592,420,7,26/01/2014,0,0,0,0,0,0.0
357598,1052,1,17/02/2014,1012,1,1,0,0,10659.04929077288
594953,736,6,04/04/2015,631,1,0,0,0,6631.556704502841
116929,951,4,04/07/2013,749,1,1,0,0,6875.013563756469
305417,140,5,03/04/2015,0,0,1,b,1,525.6414371508791
252547,684,2,07/01/2014,877,1,1,0,0,9419.756486801416
448720,257,5,01/03/2013,735,1,0,0,0,6076.404112164874
207310,515,3,06/11/2013,697,1,1,0,0,7274.317881164824
363005,946,5,08/03/2013,651,1,1,0,0,5587.115355330315
384489,529,6,20/07/2013,629,1,0,0,0,6481.975673572763
487115,120,3,04/06/2014,662,1,1,0,0,7037.6157197172715
463136,1085,5,27/03/2015,703,1,0,0,0,6234.7612728368995
591417,280,1,09/12/2013,491,1,0,0,0,5331.383155814953
359392,858,1,03/03/2014,547,1,1,0,1,5982.050011110705
82924,996,7,28/09/2014,0,0,0,0,0,0.0
424838,938,5,14/06/2013,918,1,0,0,0,7750.010994457391
389003,485,5,22/03/2013,370,1,1,0,0,4346.921568240781
673105,939,7,12/10/2014,0,0,0,0,0,384.7818350188166
639528,680,7,31/08/2014,0,0,0,0,0,0.0
126501,405,1,07/07/2014,436,1,0,0,1,4382.191125127247
638606,680,4,28/08/2014,619,1,0,0,0,5434.807937059601
108816,847,3,07/05/2014,989,1,1,0,0,9747.394136750021
579109,837,7,01/09/2013,0,0,0,0,0,0.0
637695,154,5,26/06/2015,624,1,0,0,0,6584.102214086423
239943,354,3,22/05/2013,598,1,0,0,0,2974.431504878576
347290,291,7,17/05/2015,0,0,0,0,0,348.79141333710015
306790,375,7,16/11/2014,0,0,0,0,0,356.25990339262876
333845,827,6,14/12/2013,2191,1,0,0,0,17065.214152512526
495081,325,7,25/01/2015,0,0,0,0,0,0.0
553352,210,5,25/10/2013,346,1,1,0,0,3813.016890810235
553096,750,7,28/07/2013,0,0,0,0,0,36.072817855622255
271251,143,4,13/06/2013,458,1,0,0,0,4099.390268951092
295615,620,1,16/02/2015,784,1,1,0,1,8686.512693526798
691624,601,1,08/06/2015,387,1,0,0,0,4181.909807534325
144032,451,4,31/07/2014,515,1,1,0,0,5556.8609734993615
67480,776,5,21/06/2013,601,1,1,0,0,7019.182254603413
213814,241,3,24/07/2013,550,1,0,0,1,4873.342484424596
130192,56,4,17/04/2014,656,1,1,0,1,6462.049756398789
401026,265,7,02/03/2014,0,0,0,0,0,0.0
368634,604,1,11/11/2013,555,1,0,0,0,5152.339703718896
